ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
<!-- wp:surecart/product-item-image {\"src\":\"\",\"sizing\":\"cover\",\"ratio\":\"1/1.0987261146496816\",\"style\":{\"border\":{\"radius\":\"0px\"}}} /-->

<!-- wp:surecart/product-item-title {\"title\":\"Product Title\",\"align\":\"left\",\"textColor\":\"ast-global-color-2\",\"style\":{\"typography\":{\"fontWeight\":\"400\",\"fontSize\":\"16px\"},\"spacing\":{\"padding\":{\"top\":\"10px\",\"bottom\":\"8px\"}}}} /-->

<!-- wp:surecart/product-item-price {\"align\":\"left\",\"range\":true,\"textColor\":\"ast-global-color-3\",\"style\":{\"typography\":{\"fontSize\":\"14px\",\"fontWeight\":\"700\"},\"spacing\":{\"padding\":{\"top\":\"0px\"}}}} /-->
<!-- /wp:surecart/product-item -->
<!-- /wp:surecart/product-item-list --></div></div>
<!-- /wp:uagb/container -->",,2025-07-19,page,https://www.web5abhijitblog.com/shop-2/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,shop-2,,,0,0,0,closed,closed,2025-07-19
4388,Home,"<h1>Raining Offers For Hot Summer!</h1>					<h3>25% Off On All Products</h3>										<a href=""/product-category/accessories/"">
									Find More
					</a>
														<a href=""/store"">
									Shop Now
					</a>
								<figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/1-1.png"" alt=""Paypal"" /></figure><figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/2-1.png"" alt=""Shiprocket"" /></figure><figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/3-1.png"" alt=""Cashfree"" /></figure><figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/4-1.png"" alt=""Visa"" /></figure><figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/5-1.png"" alt=""Mastercard"" /></figure><figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/6-1.png"" alt=""Rupay"" /></figure><figure><img src=""https://www.web5abhijitblog.com/wp-content/uploads/2025/07/Untitled-design.png"" alt=""UPI"" /></figure>			
						<svg aria-hidden=""true"" viewBox=""0 0 1000 1000"" xmlns=""http://www.w3.org/2000/svg""><path d=""M646 125C629 125 613 133 604 142L308 442C296 454 292 471 292 487 292 504 296 521 308 533L604 854C617 867 629 875 646 875 663 875 679 871 692 858 704 846 713 829 713 812 713 796 708 779 692 767L438 487 692 225C700 217 708 204 708 187 708 171 704 154 692 142 675 129 663 125 646 125Z""></path></svg>					
						<svg aria-hidden=""true"" viewBox=""0 0 1000 1000"" xmlns=""http://www.w3.org/2000/svg""><path d=""M696 533C708 521 713 504 713 487 713 471 708 454 696 446L400 146C388 133 375 125 354 125 338 125 325 129 313 142 300 154 292 171 292 187 292 204 296 221 308 233L563 492 304 771C292 783 288 800 288 817 288 833 296 850 308 863 321 871 338 875 354 875 371 875 388 867 400 854L696 533Z""></path></svg>					
				<h3 data-elementor-setting-key=""infocard_title"" data-elementor-inline-editing-toolbar=""basic"" >20% Off On Tank Tops</h3>			
					Stay cool and stylish this summer with our premium tank tops.				
										<a href=""#"">
									Shop Now
					</a>
				<h3 data-elementor-setting-key=""infocard_title"" data-elementor-inline-editing-toolbar=""basic"" >Latest Eyewear For You</h3>			
					Upgrade your look with our new collection of trendy eyewear.
Fashion meets function — don't miss out!				
										<a href=""#"">
									Shop Now
					</a>
				<h3 data-elementor-setting-key=""infocard_title"" data-elementor-inline-editing-toolbar=""basic"" >Suit Up in Style!</h3>			
					Discover exclusive summer deals on our latest fashion collection.
Don't miss out — upgrade your wardrobe today!				
										<a href=""#"">
									Check Out
					</a>
									<h2>Featured Products</h2>							
				[featured_products columns=""5"" limit=""10""]			<h4>Limited Time Offer</h4>				
				<h2 data-elementor-setting-key=""infocard_title"" data-elementor-inline-editing-toolbar=""basic"" >Special Edition</h2>			
					Upgrade your style with our limited edition T-shirt designed for confidence and comfort. Available only for a short time!				
					<h4>Buy This T-shirt At 20% Discount,  Use Code OFF20</h4>										<a href=""#"">
									Shop Now
					</a>
									<figure><img width=""120"" height=""120"" src=""https://www.web5abhijitblog.com/wp-content/uploads/2018/12/globe-free-img.png"" alt="""" /></figure><h5>Worldwide Shipping</h5><p>We deliver your orders safely across the globe with reliable international shipping services.</p>					<figure><img width=""120"" height=""120"" src=""https://www.web5abhijitblog.com/wp-content/uploads/2018/12/quality-free-img.png"" alt="""" /></figure><h5>Best Quality</h5><p>Crafted with premium materials and attention to detail. Quality you can trust with every product.</p>					<figure><img width=""120"" height=""120"" src=""https://www.web5abhijitblog.com/wp-content/uploads/2018/12/tag-free-img.png"" alt="""" /></figure><h5>Best Offers</h5><p>Get exciting deals, seasonal discounts, and special offers. Shop more, save more!
</p>					<figure><img width=""120"" height=""120"" src=""https://www.web5abhijitblog.com/wp-content/uploads/2018/12/lock-free-img.png"" alt="""" /></figure><h5>Secure Payments</h5><p>Your payment and personal data are encrypted and safe. Shop with confidence every time.</p>					<h5>Customer Praise</h5>					<h2>Here’s What Our Customers Think</h2>		<p>We value your thoughts and experiences. Here’s how our customers feel about their purchases and service.</p>					
							Aditi Sharma						
									<p>
						Fashion Enthusiast | Delhi					</p>
				<p>I’m thrilled with my new tank tops! The quality is wonderful, and they fit just right. I'd definitely recommend them!</p>					
							Ravi Mehta						
									<p>
						Shopping Aficionado | Mumbai					</p>
				<p>The whole shopping experience was great. My order arrived in a week, and this T-shirt is now my favorite!</p>					
							Sneha Patel						
									<p>
						Style Lover | Bengaluru					</p>",,2025-06-21,page,https://www.web5abhijitblog.com/,https://www.web5abhijitblog.com/wp-content/uploads/2018/12/women-fashion-free-img.jpg|https://www.web5abhijitblog.com/wp-content/uploads/2018/12/footwear-free-img.jpg|https://www.web5abhijitblog.com/wp-content/uploads/2018/12/globe-free-img.png|https://www.web5abhijitblog.com/wp-content/uploads/2018/12/lock-free-img.png|https://www.web5abhijitblog.com/wp-content/uploads/2018/12/quality-free-img.png|https://www.web5abhijitblog.com/wp-content/uploads/2018/12/tag-free-img.png|https://www.web5abhijitblog.com/wp-content/uploads/2019/12/banner-03.jpg|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/1.png|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/2.png|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/3.png|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/4.png|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/5.png|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/Blue-Yellow-Modern-Website-Development-Services-Twitter-Header.png|https://www.web5abhijitblog.com/wp-content/uploads/2025/06/edited-1.png,"women-fashion-free-img|footwear-free-img|globe-free-img|lock-free-img|quality-free-img|tag-free-img|banner-03|1|2|3|4|5|Blue Yellow Modern Website Development Services Twitter Header|edited (1)",|||||||||||||,|||||||||||||,|||||||||||||,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,home,,default,0,0,0,closed,closed,2025-07-11
4389,Store,,,2025-06-21,page,https://www.web5abhijitblog.com/store/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,store,,default,0,0,0,closed,closed,2025-06-21
4390,Cart,"<h1>Cart</h1>		
		[woocommerce_cart]",,2025-06-21,page,https://www.web5abhijitblog.com/cart-2/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,cart-2,,default,0,0,0,closed,closed,2025-07-19
4391,Checkout,"<h1>Checkout</h1>		
		[woocommerce_checkout]",,2025-06-21,page,https://www.web5abhijitblog.com/checkout-2/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,checkout-2,,default,0,0,0,closed,closed,2025-06-21
4392,"My account","<h1>My Account</h1>		<p>This is your personal space for tracking orders, updating information, and enjoying member-only benefits. Whether you’ve purchased a smart gadget, fashion item, or a cybersecurity tool – everything is managed from this secure portal.</p>[woocommerce_my_account]",,2025-06-21,page,https://www.web5abhijitblog.com/my-account-2/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,my-account-2,,default,0,0,0,closed,closed,2025-07-11
